record_ID,source_1,source_2,link,basis_of_record,scientific_name,original_name,infraspecific_info,authority,revised_name,revised_infraspecific_info,revised_authority,synonym_resolved,latitude_WGS84,longitude_WGS84,day,month,year,TDWG3_region,TDWG1_name,institution_code,collection_code,gbif_occurrence_id,main_collector,other_collectors,collector_code,curation_change,contributor,incidences
382,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,58.572338,125.439884,,,1951,YAK,ASIA-TEMPERATE,MW,MW0041222,1697199236,,,NA,NA,,
383,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,54.074703,126.860081,,,1978,AMU,ASIA-TEMPERATE,MW,MW0041173,1697199163,,,NA,NA,,
384,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,54.090093,126.874841,,,2013,AMU,ASIA-TEMPERATE,MW,MW0041203,1697199218,,,NA,NA,,
385,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,54.124911,126.922974,,,1977,AMU,ASIA-TEMPERATE,MW,MW0041188,1697199243,,,NA,NA,,
386,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,54.135894,126.938947,,,1979,AMU,ASIA-TEMPERATE,MW,MW0041179,1697199185,,,NA,NA,,
387,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.958628,127.152312,,,2013,AMU,ASIA-TEMPERATE,MW,MW0041202,1697199191,,,NA,NA,,
388,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.858323,127.208266,,,1977,AMU,ASIA-TEMPERATE,MW,MW0041183,1697199162,,,NA,NA,,
389,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.761568,127.301016,,,1978,AMU,ASIA-TEMPERATE,MW,MW0041176,1697199192,,,NA,NA,,
390,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.877464,127.331286,,,1978,AMU,ASIA-TEMPERATE,MW,MW0041182,1697199182,,,NA,NA,,
391,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.759474,127.339021,,,1978,AMU,ASIA-TEMPERATE,MW,MW0041186,1697199212,,,NA,NA,,
392,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.853642,127.359104,,,1978,AMU,ASIA-TEMPERATE,MW,MW0041187,1697199209,,,NA,NA,,
393,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.851384,127.375516,,,1978,AMU,ASIA-TEMPERATE,MW,MW0041175,1697199207,,,NA,NA,,
394,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.864797,127.380875,,,1978,AMU,ASIA-TEMPERATE,MW,MW0041174,1697199200,,,NA,NA,,
395,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.867886,127.39894,,,1977,AMU,ASIA-TEMPERATE,MW,MW0041184,1697199121,,,NA,NA,,
396,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.999442,127.438662,,,1978,AMU,ASIA-TEMPERATE,MW,MW0041178,1697199206,,,NA,NA,,
397,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,57.316667,131.283333,,,1986,YAK,ASIA-TEMPERATE,MW,MW0041150,1697199199,,,NA,NA,,
398,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,43.656263,132.354821,,,1975,PRM,ASIA-TEMPERATE,MW,MW0041159,1697199096,,,NA,NA,,
399,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,43.00276,133.74812,,,2009,PRM,ASIA-TEMPERATE,MW,MW0041156,1697199190,,,NA,NA,,
400,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,43.23557,134.02907,,,2009,PRM,ASIA-TEMPERATE,MW,MW0041157,1697199139,,,NA,NA,,
401,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,43.627932,134.368343,,,2014,PRM,ASIA-TEMPERATE,MW,MW0163290,1949917620,,,NA,NA,,
402,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,51.466667,134.483333,,,1989,KHA,ASIA-TEMPERATE,MW,MW0041169,1697199175,,,NA,NA,,
403,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,64.429419,134.569702,,,1954,YAK,ASIA-TEMPERATE,MW,MW0041217,1697199237,,,NA,NA,,
404,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,57.625546,134.665796,,,1979,KHA,ASIA-TEMPERATE,MW,MW0041160,1697199177,,,NA,NA,,
405,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,57.573767,134.679906,,,1979,KHA,ASIA-TEMPERATE,MW,MW0041198,1697199198,,,NA,NA,,
406,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,51.883333,134.816667,,,1994,KHA,ASIA-TEMPERATE,MW,MW0157162,1697315306,,,NA,NA,,
407,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,51.916667,134.816667,,,1994,KHA,ASIA-TEMPERATE,MW,MW0157159,1697315252,,,NA,NA,,
408,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,48.244249,134.852188,,,1992,KHA,ASIA-TEMPERATE,MW,MW0041196,1697199145,,,NA,NA,,
409,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,51.966667,134.866667,,,1990,KHA,ASIA-TEMPERATE,MW,MW0041172,1697199183,,,NA,NA,,
410,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,52.066667,134.866667,,,1989,KHA,ASIA-TEMPERATE,MW,MW0041167,1697199201,,,NA,NA,,
411,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,51.966667,134.883333,,,1990,KHA,ASIA-TEMPERATE,MW,MW0041194,1697199232,,,NA,NA,,
412,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,51.983333,134.883333,,,1994,KHA,ASIA-TEMPERATE,MW,MW0157192,1697315285,,,NA,NA,,
413,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,52.066667,134.883333,,,1990,KHA,ASIA-TEMPERATE,MW,MW0041193,1697199229,,,NA,NA,,
414,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,51.975153,134.894171,,,1990,KHA,ASIA-TEMPERATE,MW,MW0041200,1697199205,,,NA,NA,,
415,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,51.992612,134.903451,,,1990,KHA,ASIA-TEMPERATE,MW,MW0041192,1697199228,,,NA,NA,,
416,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,52.066667,134.933333,,,1994,KHA,ASIA-TEMPERATE,MW,MW0157161,1697315274,,,NA,NA,,
417,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,54.597314,134.992414,,,1985,KHA,ASIA-TEMPERATE,MW,MW0041161,1697199151,,,NA,NA,,
418,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,48.464801,135.086656,,,1964,KHA,ASIA-TEMPERATE,MW,MW0156214,1697314365,,,NA,NA,,
419,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,44.055763,135.138615,,,1973,PRM,ASIA-TEMPERATE,MW,MW0041127,1697199155,,,NA,NA,,
420,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,62.6539,135.563569,,,1954,YAK,ASIA-TEMPERATE,MW,MW0041226,1697199278,,,NA,NA,,
421,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,45.547473,136.162566,,,1983,PRM,ASIA-TEMPERATE,MW,MW0041142,1697199142,,,NA,NA,,
422,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,57.649583,136.166908,,,1979,KHA,ASIA-TEMPERATE,MW,MW0041195-1,1899271835,,,NA,NA,,
423,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,57.609081,137.2979,,,1979,KHA,ASIA-TEMPERATE,MW,MW0041146,1697199148,,,NA,NA,,
424,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,63.72233,138.991822,,,1956,YAK,ASIA-TEMPERATE,MW,MW0041216,1697199252,,,NA,NA,,
425,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,63.669089,139.202187,,,1956,YAK,ASIA-TEMPERATE,MW,MW0041215,1697199235,,,NA,NA,,
426,online_database,GBIF,,PRESERVED_SPECIMEN,Carex pallida C.A.Mey.,Carex accrescens,,C.A.Mey.,Carex accrescens,,C.A.Mey.,FALSE,47.24065,142.7798,,,2003,SAK,ASIA-TEMPERATE,NA,,NA,,,NA,NA,,
427,online_database,GBIF,,PRESERVED_SPECIMEN,Carex pallida C.A.Mey.,Carex accrescens,,C.A.Mey.,Carex accrescens,,C.A.Mey.,FALSE,54.03405,142.805833,,,2003,SAK,ASIA-TEMPERATE,NA,,NA,,,NA,NA,,
428,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,50.972275,142.876984,,,2009,SAK,ASIA-TEMPERATE,MW,MW0041197,1697199222,,,NA,NA,,
429,online_database,GBIF,,PRESERVED_SPECIMEN,Carex pallida C.A.Mey.,Carex accrescens,,C.A.Mey.,Carex accrescens,,C.A.Mey.,FALSE,47.998467,142.899033,,,2003,NA,ASIA-TEMPERATE,NA,,NA,,,NA,erroneous,Sanz-Arnal,coordinates falling into the water
430,online_database,GBIF,,PRESERVED_SPECIMEN,Carex pallida C.A.Mey.,Carex accrescens,,C.A.Mey.,Carex accrescens,,C.A.Mey.,FALSE,54.031117,142.968683,,,2001,SAK,ASIA-TEMPERATE,UWBM,186522,441715261,,,NA,NA,,
431,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,63.318534,147.536487,,,1971,MAG,ASIA-TEMPERATE,MW,MW0041092,1697199115,,,NA,NA,,
432,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,62.802382,148.154222,,,1971,MAG,ASIA-TEMPERATE,MW,MW0041082,1697199054,,,NA,NA,,
433,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,62.744202,148.182462,,,1957,MAG,ASIA-TEMPERATE,MW,MW0041120,1697199107,,,NA,NA,,
434,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,59.064566,150.622559,,,1976,MAG,ASIA-TEMPERATE,MW,MW0041105,1697199158,,,NA,NA,,
435,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,59.577008,150.740098,,,1955,MAG,ASIA-TEMPERATE,MW,MW0041111,1697199093,,,NA,NA,,
436,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,59.711696,150.80233,,,1978,MAG,ASIA-TEMPERATE,MW,MW0041123,1697199153,,,NA,NA,,
437,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,59.624155,150.917053,,,1957,MAG,ASIA-TEMPERATE,MW,MW0041114,1697199144,,,NA,NA,,
438,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,59.64477,150.980402,,,1957,MAG,ASIA-TEMPERATE,MW,MW0041122,1697199117,,,NA,NA,,
439,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,63.351034,151.413916,,,1978,MAG,ASIA-TEMPERATE,MW,MW0041101,1697199076,,,NA,NA,,
440,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,60.466613,151.497215,,,1956,MAG,ASIA-TEMPERATE,MW,MW0041121,1697199114,,,NA,NA,,
441,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,59.139748,151.803353,,,1959,MAG,ASIA-TEMPERATE,MW,MW0041113,1697199110,,,NA,NA,,
442,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,62.548613,155.76271,,,1979,MAG,ASIA-TEMPERATE,MW,MW0041107,1697199133,,,NA,NA,,
443,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,62.50953,155.80081,,,1979,MAG,ASIA-TEMPERATE,MW,MW0041108,1697199098,,,NA,NA,,
444,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,61.905339,155.984058,,,1980,MAG,ASIA-TEMPERATE,MW,MW0041102,1697199099,,,NA,NA,,
445,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,54.17701,158.006104,,,1978,KAM,ASIA-TEMPERATE,MW,MW0041098,1697199127,,,NA,NA,,
446,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.182223,158.294067,,,1983,KAM,ASIA-TEMPERATE,MW,MW0041096,1697199111,,,NA,NA,,
447,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,53.192865,158.309712,,,1985,KAM,ASIA-TEMPERATE,MW,MW0041097,1697199136,,,NA,NA,,
448,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,55.223993,158.642852,,,1985,KAM,ASIA-TEMPERATE,MW,MW0041095,1697199103,,,NA,NA,,
449,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,57.659714,158.819366,,,1960,KAM,ASIA-TEMPERATE,MW,MW0041093,1697199132,,,NA,NA,,
450,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,54.8982,160.351574,,,1980,KAM,ASIA-TEMPERATE,MW,MW0041094,1697199033,,,NA,NA,,
451,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,65.362722,160.385928,,,1953,NA,ASIA-TEMPERATE,MW,MW0041118,1697199131,,,NA,NA,,
452,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,54.745631,160.802765,,,1982,KAM,ASIA-TEMPERATE,MW,MW0041100,1697199088,,,NA,NA,,
453,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,60.013231,165.170517,,,1976,NA,ASIA-TEMPERATE,MW,MW0041104,1697199146,,,NA,NA,,
454,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,64.559063,170.11631,,,1984,MAG,ASIA-TEMPERATE,MW,MW0041124,1697199154,,,NA,NA,,
455,online_database,GBIF,,PRESERVED_SPECIMEN,Carex accrescens Ohwi,Carex accrescens,,Ohwi,Carex accrescens,,Ohwi,FALSE,61.008153,170.499315,,,1975,KAM,ASIA-TEMPERATE,MW,MW0041195-2,1899271836,,,NA,NA,,
456,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-45.243869,167.371758,,,1953,NZS,AUSTRALASIA,CHR,CHR 269515,2434251938,,,NA,NA,,
457,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-45.058835,167.453209,,,1998,NZS,AUSTRALASIA,CHR,CHR 515975,1091203602,,,NA,NA,,
458,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-45.059328,167.467105,,,1994,NZS,AUSTRALASIA,CHR,CHR 526118,1091249563,,,NA,NA,,
459,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-47.1017,167.779,,,1978,NZS,AUSTRALASIA,CHR,CHR 354674,2434251973,,,NA,NA,,
460,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-46.942413,167.880053,,,1980,NZS,AUSTRALASIA,CHR,CHR 368824,2434253122,,,NA,NA,,
461,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-44.651724,168.006158,,,1977,NZS,AUSTRALASIA,CHR,CHR 283416,2434253140,,,NA,NA,,
462,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-44.891262,168.096161,,,1966,NZS,AUSTRALASIA,CHR,CHR 167140,2434251949,,,NA,NA,,
463,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-44.255004,168.341181,,,1985,NZS,AUSTRALASIA,CHR,CHR 419989,1091306702,,,NA,NA,,
464,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-45.46054,168.828663,,,1987,NZS,AUSTRALASIA,CHR,CHR 395329,1091108553,,,NA,NA,,
465,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-45.059262,169.345491,,,1998,NZS,AUSTRALASIA,CHR,CHR 514997,1091190800,,,NA,NA,,
466,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-44.65692,169.654399,,,2004,NZS,AUSTRALASIA,CHR,CHR 570360,1091221459,,,NA,NA,,
467,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-44.5762,169.723,,,1950,NZS,AUSTRALASIA,CHR,CHR 79298,2434253045,,,NA,NA,,
468,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-44.224,169.778,,,2016,NZS,AUSTRALASIA,CHR,CHR 638426,1426806192,,,NA,NA,,
469,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-43.581051,169.887716,,,1969,NZS,AUSTRALASIA,CHR,CHR 191829,2429046123,,,NA,NA,,
470,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-43.904407,170.041871,,,1971,NZS,AUSTRALASIA,CHR,CHR 219776,2429045904,,,NA,NA,,
471,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-43.534654,170.696926,,,1991,NZS,AUSTRALASIA,CHR,CHR 469169,1091292945,,,NA,NA,,
472,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-43.61556,171.347187,,,1987,NZS,AUSTRALASIA,CHR,CHR 402049,2429046150,,,NA,NA,,
473,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-43.061445,171.413196,,,1986,NZS,AUSTRALASIA,CHR,CHR 521002,2429045876,,,NA,NA,,
474,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-43.493,171.538,,,2016,NZS,AUSTRALASIA,CHR,CHR 638417,1426806357,,,NA,NA,,
475,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-42.78735,171.55276,,,2007,NZS,AUSTRALASIA,CHR,CHR 593735,1091293868,,,NA,NA,,
476,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-42.941479,171.656961,,,1994,NZS,AUSTRALASIA,CHR,CHR 496549,1091195246,,,NA,NA,,
477,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-42.297,172.126607,,,1972,NZS,AUSTRALASIA,CHR,CHR 226155,2429046016,,,NA,NA,,
478,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.284591,172.232531,,,1985,NZS,AUSTRALASIA,CHR,CHR 419392,1091319871,,,NA,NA,,
479,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.554893,172.31668,,,1981,NZS,AUSTRALASIA,CHR,CHR 366188,2429045993,,,NA,NA,,
480,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.563046,172.327745,,,1981,NZS,AUSTRALASIA,CHR,CHR 366182,2429046086,,,NA,NA,,
481,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-40.912192,172.384699,,,1973,NZS,AUSTRALASIA,CHR,CHR 222904,2429045916,,,NA,NA,,
482,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-40.949249,172.385621,,,1962,NZS,AUSTRALASIA,CHR,CHR 157070,2429046021,,,NA,NA,,
483,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.233182,172.399917,,,1980,NZS,AUSTRALASIA,CHR,CHR 358431,2429045902,,,NA,NA,,
484,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-40.788092,172.458883,,,1976,NZS,AUSTRALASIA,CHR,CHR 283127,2429046078,,,NA,NA,,
485,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.405527,172.467902,,,1971,NZS,AUSTRALASIA,CHR,CHR 219938,2429045968,,,NA,NA,,
486,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.042646,172.538692,,,1970,NZS,AUSTRALASIA,CHR,CHR 252255,2429046004,,,NA,NA,,
487,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.51187,172.546155,,,1972,NZS,AUSTRALASIA,CHR,CHR 249781,2429045909,,,NA,NA,,
