record_ID,source_1,source_2,link,basis_of_record,scientific_name,original_name,infraspecific_info,authority,revised_name,revised_infraspecific_info,revised_authority,synonym_resolved,latitude_WGS84,longitude_WGS84,day,month,year,TDWG3_region,TDWG1_name,institution_code,collection_code,gbif_occurrence_id,main_collector,other_collectors,collector_code,curation_change,contributor,incidences
488,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.5602,172.558,,,1981,NZS,AUSTRALASIA,CHR,CHR 366193,2429046047,,,NA,NA,,
489,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-40.900222,172.579,,,1957,NZS,AUSTRALASIA,AK,AK363160,1897834054,,,NA,NA,,
490,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.1352,172.592,,,1980,NZS,AUSTRALASIA,CHR,CHR 358432,2429045975,,,NA,NA,,
491,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.155591,172.61128,,,1998,NZS,AUSTRALASIA,CHR,CHR 515946,1091133482,,,NA,NA,,
492,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.09956,172.615777,,,1974,NZS,AUSTRALASIA,CHR,CHR 273564,2429045870,,,NA,NA,,
493,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.237734,172.660164,,,1991,NZS,AUSTRALASIA,CHR,CHR 471902,1091170510,,,NA,NA,,
494,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.222386,172.683289,,,1975,NZS,AUSTRALASIA,CHR,CHR 277602,1091248574,,,NA,NA,,
495,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-43.692531,172.746441,,,2000,NZS,AUSTRALASIA,CHR,CHR 620577,1091319059,,,NA,NA,,
496,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.974537,173.636566,,,1981,NZS,AUSTRALASIA,CHR,CHR 386930,2429046137,,,NA,NA,,
497,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-41.757621,173.771618,,,1971,NZS,AUSTRALASIA,CHR,CHR 214072,2429045872,,,NA,NA,,
498,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-40.7442,175.434,,,1965,NZN,AUSTRALASIA,CHR,CHR 132809,2429046106,,,NA,NA,,
499,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-39.2675,175.531111,,,2012,NZN,AUSTRALASIA,AK,AK331054,1897807331,,,NA,NA,,
500,online_database,GBIF,,PRESERVED_SPECIMEN,Carex acicularis Boott,Carex acicularis,,Boott,Carex acicularis,,Boott,FALSE,-39.824501,176.082272,,,1977,NZN,AUSTRALASIA,CHR,CHR 286830,2429045947,,,NA,NA,,
